title,description,url,company,rating,skills,location,salary_min,salary_max
Tech Risk Specialist,"We offer different working arrangements like part-time, job-sharing and hybrid (office and home) working. Furthermore, we facilitate risk forums, and contribute...","https://www.glassdoor.co.uk/job-listing/tech-risk-specialist-ubs-JV_IC2671300_KO0,20_KE21,24.htm?jl=1009328229307",UBS,3.9,English,Europe,1356940000,2525996000
Night Shift Production Operator,"Provide support functions to the manufacture of medication (e.g. cleaning of ingredients, labelling of product). Up to £1200 refer a friend bonus....","https://www.glassdoor.co.uk/job-listing/night-shift-production-operator-lloydspharmacy-clinical-homecare-JV_IC3315414_KO0,31_KE32,64.htm?jl=1009342062724",Hidden for privacy reasons,0.0,"Home care, Communication skills",Europe,688908000,895580400
Personal Assistant / PA to Founder. No Crazy Hours!,"I am slightly dyslexic and have a reasonable serving of ADHD. I’m Gary Brown, the sole founder of two companies (B2B Service and a Fintech), both of which have...","https://www.glassdoor.co.uk/job-listing/personal-assistant-pa-to-founder-no-crazy-hours-recruitment-revolution-JV_IC3294608_KO0,47_KE48,70.htm?jl=1009341852834",Recruitment Revolution,5.0,"Microsoft Office, Project management, Organisational skills, Communication skills, Time management",Europe,939420000,1356940000
Warehouse Operative - Days,"Most of all, you’ll work hard to make sure our drivers leave the warehouse on time and with the right orders in their trucks, so our customers get the food they...","https://www.glassdoor.co.uk/job-listing/warehouse-operative-days-bidfood-JV_IC2670058_KO0,24_KE25,32.htm?jl=1009346007287",Hidden for privacy reasons,0.0,,Europe,668032000,868441600
Web Developer (Junior to Mid-range),Web development: 2 years (required). Collaborate with the Scrum team to understand project requirements and technical specifications....,"https://www.glassdoor.co.uk/job-listing/web-developer-junior-to-mid-range-hydro-cleansing-JV_IC3314108_KO0,33_KE34,49.htm?jl=1009336860536",Hydro Cleansing,2.2,"MVC, CSS, Bootstrap, React, Web development",Europe,626280000,730660000
"Junior QA, Support","Respond in timely manner to requests and issues. Familiarity with project management approaches, tools and phases of the project lifecycle....","https://www.glassdoor.co.uk/job-listing/junior-qa-support-push-gaming-JV_IC2671300_KO0,17_KE18,29.htm?jl=1009328900728",Push Gaming,4.4,"Customer service, Project management, Zendesk, Organisational skills, Communication skills",Europe,605404000,876792000
Tech Support,We are seeking the best customer-focused IT or security expert to support our business buyers with issues that may arise onsite post-purchase or pre-sales....,"https://www.glassdoor.co.uk/job-listing/tech-support-cctvdirect-JV_IC3414359_KO0,12_KE13,23.htm?jl=1008944330729",Hidden for privacy reasons,0.0,"Customer service, Technical support, Remote access software, IT support, Computer networking",Europe,521900000,626280000
Tech Support Specialist,"Provide telephone, email and remote-diagnostic service support, (as required), to Carl Zeiss service personnel, agents and customers in a timely and efficient...","https://www.glassdoor.co.uk/job-listing/tech-support-specialist-zeiss-group-JV_IC2662516_KO0,23_KE24,35.htm?jl=1009326013844",ZEISS Group,4.0,,Europe,605404000,709784000
Technical Support Trainee,Provide Updates: Ensure timely and courteous updates to internal and external customers via phone and email. A £60 per month well being allowance....,"https://www.glassdoor.co.uk/job-listing/technical-support-trainee-first-mile-JV_IC3313774_KO0,25_KE26,36.htm?jl=1009286565340",First Mile,4.2,"Windows, Microsoft Office, Computer hardware, Computer networking, Communication skills",Europe,542776000,584528000
Junior Data Scientist,"As a business built on data, every interaction—from website visits to home upgrades—provides the opportunity to enhance the user experience....","https://www.glassdoor.co.uk/job-listing/junior-data-scientist-skoon-energy-group-ltd-JV_IC2671300_KO0,21_KE22,44.htm?jl=1009243439101",skoon energy group ltd.,1.5,"Cloud infrastructure, Azure, Google Cloud Platform, SQL, AWS",Europe,626280000,939420000
Junior Enterprise IT Support Technician - London,Client focused with an ability to build relationships with customers. Log and manage calls using the Company’s help desk software....,"https://www.glassdoor.co.uk/job-listing/junior-enterprise-it-support-technician-london-acturis-JV_IC2671300_KO0,46_KE47,54.htm?jl=1009308467904",Acturis,4.0,"Microsoft Windows Server, Microsoft Outlook, SCCM, Computer literacy, Windows",Europe,584528000,668032000
Customer Service & Admin Assistant,"A health plan that gives you money back on everyday medical costs for all the family, as well as access to a digital GP. 25 days holiday (plus bank holidays)....","https://www.glassdoor.co.uk/job-listing/customer-service-admin-assistant-bidfood-JV_IC2671300_KO0,32_KE33,40.htm?jl=1009344787497",Hidden for privacy reasons,0.0,"Customer service, IT, Communication skills",Europe,542776000,705608800
Web Developer,Manage Server configurations and ensure smooth functioning of web applications. Apply principles of Web design to create visually appealing and user-friendly...,"https://www.glassdoor.co.uk/job-listing/web-developer-corenet-tech-uk-JV_IC3282857_KO0,13_KE14,29.htm?jl=1009331439645",Hidden for privacy reasons,0.0,"Node.js, JavaScript, Django, Communication skills",Europe,730660000,949858000
Data Analyst,"Plus 2 days a year - on us! - to further your skillset. Medical cash plan - To help you with the costs of dental, optical and physio (plus more!)....","https://www.glassdoor.co.uk/job-listing/data-analyst-marshmallow-JV_IC2671300_KO0,12_KE13,24.htm?jl=1009342166045",marshmallow,4.1,"Data analysis skills, Tableau, SQL, Analysis skills, Data visualisation",Europe,1356940000,1398692000
Backend engineer (Fin-tech),"A get-stuck-in, roll-up-your-sleeves attitude, a thirst to learn and drive build an awesome and innovative product for all your customers, no matter if it's one...","https://www.glassdoor.co.uk/job-listing/backend-engineer-fin-tech-bluestorm-recruitment-by-dazzle-JV_IC2671300_KO0,25_KE26,57.htm?jl=1008653446548",Bluestorm Recruitment by Dazzle,3.0,"Elasticsearch, Node.js, iOS development, Software deployment, DevOps",Europe,1148180000,1899716000
Credit Controller/Collections Officer (100% Remote),"Communicate via email or telephone, with clients and partners throughout the US, regarding outstanding invoices. Contract: Full-time, Independent Contractor....","https://www.glassdoor.co.uk/job-listing/credit-controller-collections-officer-100-remote-sterlington-pllc-JV_IC3376957_KO0,48_KE49,65.htm?jl=1009302772333","Sterlington, PLLC",4.1,"English, Administrative experience, Communication skills",Europe,501024000,521900000
Business Analyst,"Present findings, recommendations, and project updates to stakeholders in a clear and concise manner. You will collaborate with various stakeholders, including...","https://www.glassdoor.co.uk/job-listing/business-analyst-mpl-claims-management-JV_IC3315484_KO0,16_KE17,38.htm?jl=1009333015817",Hidden for privacy reasons,0.0,"Business analysis, Tableau, SQL, Analysis skills, Project management",Europe,1252560000,1628328000
Senior DevOps,"Generous holiday allowance, including the full Christmas to New Year as a break on us. Collaborate with development teams to ensure DevOps practices are...","https://www.glassdoor.co.uk/job-listing/senior-devops-lavanda-ventures-ltd-JV_IC2671300_KO0,13_KE14,34.htm?jl=1009240241624",Lavanda Ventures Ltd.,4.5,"Cloud infrastructure, Azure, Kubernetes, DevOps, Google Cloud Platform",Europe,1565700000,1774460000
Junior Technical Support Engineer,Our TechOps team are central to keeping the business operating and aims to provide a first-class service to all internal customers....,"https://www.glassdoor.co.uk/job-listing/junior-technical-support-engineer-trainline-JV_IC2671300_KO0,33_KE34,43.htm?jl=1009331430184",Trainline,3.9,"Jira, TCP, LAN, Technical support, DHCP",Europe,918544000,1002048000
Telecoms Support Advisor - 1st line Tech,Answering customer queries through phone calls and email requests. Knowledge or interest in IT systems/networking and telephone systems....,"https://www.glassdoor.co.uk/job-listing/telecoms-support-advisor-1st-line-tech-radius-payment-solutions-JV_IC3304415_KO0,38_KE39,63.htm?jl=1009322334646",Radius Payment Solutions,3.1,"VoIP, IT",Europe,501024000,651331200
Receptionist,"The Welcome Host is the first point of contact for all visitors and colleagues arriving on the floor, making first impressions as an ambassador for our client’s...","https://www.glassdoor.co.uk/job-listing/receptionist-wsh-group-JV_IC2671300_KO0,12_KE13,22.htm?jl=1009337109759",WSH Group,4.1,"Customer service, Front desk, Communication skills",Europe,709784000,922719200
Data Analyst (Growth),"Your role will be to integrate your analysis seamlessly into their everyday decision-making, understanding diverse objectives, and driving data-driven...","https://www.glassdoor.co.uk/job-listing/data-analyst-growth-fresha-JV_IC2671300_KO0,19_KE20,26.htm?jl=1009302754224",Fresha,5.0,"Data modelling, R, SQL, Analysis skills, Driving",Europe,584528000,1043800000
Front End Developer,"Altrincham - ONSITE 5 DAYS PER WEEK *. They are looking for experienced, visionary developers, to help develop and maintain scalable and innovative web...","https://www.glassdoor.co.uk/job-listing/front-end-developer-uniting-people-JV_IC2691218_KO0,19_KE20,34.htm?jl=1009339788326",Uniting People,4.3,"React, JavaScript",Europe,835040000,1043800000
Frontend Engineer - Remote Within UK,"Flexible workplace policy, allowing you to work either from home or our office space. Proven working experience with modern state management libraries,...","https://www.glassdoor.co.uk/job-listing/frontend-engineer-remote-within-uk-adjust-JV_IC2671300_KO0,34_KE35,41.htm?jl=1009337320740",Adjust,3.9,"CSS, React, Test automation, English, JavaScript",Europe,1106428000,1920592000
Receptionist for High growth Tech Company (Part time),Answer and direct incoming calls to appropriate departments or individuals. Looking after the reception desk and be the first point of contact for visitors....,"https://www.glassdoor.co.uk/job-listing/receptionist-for-high-growth-tech-company-part-time-bluestorm-recruitment-by-dazzle-JV_IC2671300_KO0,51_KE52,83.htm?jl=1008653379966",Bluestorm Recruitment by Dazzle,3.0,"Filing, Microsoft Office, Data entry, Front desk, Computer skills",Europe,521900000,605404000
"Trainee Recruitment Consultant – Clean Tech, Sustainability & Energy",You’ll be working with the likes of their top biller who’s 26 and taking home 50k comms per quarter. 90% of consultants are on track to get to principal or...,"https://www.glassdoor.co.uk/job-listing/trainee-recruitment-consultant-clean-tech-sustainability-energy-27-talent-JV_IC2671300_KO0,63_KE64,73.htm?jl=1009286493605",Hidden for privacy reasons,0.0,,Europe,521900000,730660000
Dev Ops Engineer,"Identify and recommend solutions that benefit sales-i and ultimately our customers. JOB PURPOSE The Dev Ops Engineer provides support for the design, build,...","https://www.glassdoor.co.uk/job-listing/dev-ops-engineer-sugarcrm-JV_IC3254456_KO0,16_KE17,25.htm?jl=1009309692969",SugarCRM,3.8,"Azure, GitHub",Europe,688908000,1461320000
Junior Finance Assistant,"Be a Problem Solver: Handle ad-hoc queries from across the business, providing quick and efficient solutions to various financial and administrative challenges....","https://www.glassdoor.co.uk/job-listing/junior-finance-assistant-product-marketing-alliance-JV_IC2671300_KO0,24_KE25,51.htm?jl=1009314259637",Product Marketing Alliance,4.5,"IT, Communication skills",Europe,542776000,705608800
Tech Support Coordinator,"Provide end to end ownership of all incidents, requests and problems as well as supporting incoming tickets through telephone calls or through self-service....","https://www.glassdoor.co.uk/job-listing/tech-support-coordinator-dunelm-JV_IC3252957_KO0,24_KE25,31.htm?jl=1009327564768",Dunelm,3.8,"Jira, Operating systems, Microsoft Office, IVR, Mac OS",Europe,501024000,563652000
Cleaner,"To ensure that good Health and Safety procedures are always enforced for the protection of you, other staff and customers. Clean to a high standard....","https://www.glassdoor.co.uk/job-listing/cleaner-tenpin-chester-JV_IC3313882_KO0,7_KE8,22.htm?jl=1009343247797",Tenpin - Chester,3.0,IT,Europe,501024000,521900000
Web Developer,Taking XD designs and turning them into fantastic HTML pages. Taking a project from the very start right through to completion. On-Site (One Day A Week Remote)....,"https://www.glassdoor.co.uk/job-listing/web-developer-the-problem-solved-people-JV_IC3414359_KO0,13_KE14,39.htm?jl=1009325996444",Hidden for privacy reasons,0.0,"CSS, WordPress, JavaScript, HTML5",Europe,626280000,730660000
Trainee Recruitment Consultant – Tech Sector!,1 day WFH after your first deal and 2 days WFH after your first promotion. You'll be responsible for understanding the unique needs of both candidates and...,"https://www.glassdoor.co.uk/job-listing/trainee-recruitment-consultant-tech-sector-27-talent-JV_IC2671300_KO0,42_KE43,52.htm?jl=1009329495568",Hidden for privacy reasons,0.0,"Communication skills, Time management",Europe,501024000,1043800000
Software Engineer - Connect,Owns the primary routing points for public or non-public connections into and out of Wise’s infrastructure. Ensuring the lowest money transfer fees and timely...,"https://www.glassdoor.co.uk/job-listing/software-engineer-connect-wise-JV_IC2671300_KO0,25_KE26,30.htm?jl=1009318381357",Wise,4.0,"Go, Kubernetes, Google Cloud Platform, Java, Microservices",Europe,1252560000,1670080000
Global Customer Support Specialist,"Collaborate with Customer Success, System Reliability, and Engineering teams to ensure timely resolution within agreed service levels, while communicating...","https://www.glassdoor.co.uk/job-listing/global-customer-support-specialist-epsilon-JV_IC2671300_KO0,34_KE35,42.htm?jl=1009311681414",Epsilon,3.9,"Jira, Multilingual, Customer service, Google Cloud Platform, Organisational skills",Europe,501024000,1878840000
Graduate Engineer,Assisting with a range of sales and R&D scopes. Visit and liaise with Clients to support sales and ongoing projects. Attend exhibitions/trade shows/conferences....,"https://www.glassdoor.co.uk/job-listing/graduate-engineer-origin-JV_IC3293413_KO0,17_KE18,24.htm?jl=1009335634676",Hidden for privacy reasons,0.0,"ArcGIS, Microsoft Excel, Analysis skills, Python",Europe,668032000,868441600
Warehouse Operative - Nights,"Most of all, you’ll work hard to make sure our drivers leave the warehouse on time and with the right orders in their trucks, so our customers get the food they...","https://www.glassdoor.co.uk/job-listing/warehouse-operative-nights-bidfood-JV_IC3315896_KO0,26_KE27,34.htm?jl=1009339002458",Hidden for privacy reasons,0.0,,Europe,584528000,759886400
HR Admin Apprentice,"Dealing effectively with internal customers, using interpersonal skills and communicating well through a range of media e.g. online, phone, face to face and...","https://www.glassdoor.co.uk/job-listing/hr-admin-apprentice-cipd-JV_IC3414387_KO0,19_KE20,24.htm?jl=1009338822983",CIPD,3.4,"Microsoft Office, Administrative experience, Analysis skills, Human resources, Communication skills",Europe,542776000,705608800
Business Analyst,"Demonstrable experience of being able to operate and lead in fast-paced and dynamic product-led environments. Conduct subject matter expert meetings, workshops,...","https://www.glassdoor.co.uk/job-listing/business-analyst-choreograph-JV_IC2671300_KO0,16_KE17,28.htm?jl=1009335935920",Choreograph,3.8,"Business analysis, Business processes, Tableau, Analysis skills, Organisational skills",Europe,1148180000,1252560000
Graduate - Junior Buyer,"Working with the category leads across the Hardware and Software categories providing Procurement support on sourcing, contracting and administration activities...","https://www.glassdoor.co.uk/job-listing/graduate-junior-buyer-sita-switzerland-sarl-JV_IC2671300_KO0,21_KE22,43.htm?jl=1009320854684",SITA Switzerland Sarl,3.8,"Procurement, Data analysis skills, Analysis skills, Market research, Communication skills",Europe,793288000,1148180000
Graduate Opportunities,25 days holiday plus bank holidays and an additional day off on your birthday. Company-funded private health insurance. Interest-free season ticket loan....,"https://www.glassdoor.co.uk/job-listing/graduate-opportunities-mint-velvet-JV_IC2681375_KO0,22_KE23,34.htm?jl=1009246499304",Mint Velvet,4.2,,Europe,501024000,1043800000
Special Investigations Associate,"Master evolving investigative tools for blockchain analytics, social media platforms with emphasis on identity research, data extraction and analysis;...","https://www.glassdoor.co.uk/job-listing/special-investigations-associate-coinbase-JV_IC2671300_KO0,32_KE33,41.htm?jl=1009287075236",Coinbase,3.7,"Arabic, Data analysis skills, SQL, Network Protocols, Farsi",Europe,939420000,1649204000
Middle Frontend Developer,"With Sumsub’s customizable KYC, KYB, transaction monitoring and fraud prevention solutions, you can orchestrate your verification process, welcome more...","https://www.glassdoor.co.uk/job-listing/middle-frontend-developer-sumsub-JV_IC2671300_KO0,25_KE26,32.htm?jl=1009330167636",Sumsub,4.3,"CSS, React, WordPress, Git, JavaScript",Europe,876792000,1252560000
Account Director (B2B PR),Flexible working 3days from office and 2 days from home. Robust and tailored career progression plan which includes budget for training....,"https://www.glassdoor.co.uk/job-listing/account-director-b2b-pr-reuben-sinclair-JV_IC2671300_KO0,23_KE24,39.htm?jl=1009174725773",Reuben Sinclair,4.1,Leadership,Europe,1461320000,1899716000
Tech PR Account Director (Contract/Permanent + Fully Remote),"We need someone that needs to deliver great service to clients, just because they're wired that way. This person gets that delivering great service isn't just...","https://www.glassdoor.co.uk/job-listing/tech-pr-account-director-contract-permanent-fully-remote-sonus-pr-JV_IC2671300_KO0,56_KE57,65.htm?jl=1007095573377",Sonus PR,4.6,,Europe,730660000,1252560000
Operations Associate,That means ensuring our guests have an abundance of choice and flexibility to cancel if their. There is no prior industry experience required....,"https://www.glassdoor.co.uk/job-listing/operations-associate-flex-living-JV_IC2671300_KO0,20_KE21,32.htm?jl=1009335809351",Flex Living,4.2,Organisational skills,Europe,521900000,678470000
"Manager, Communications","The Manager of Communications will be responsible for elevating the company’s Commercial and B2B, Small Business, and Money Movement capabilities, reputation...","https://www.glassdoor.co.uk/job-listing/manager-communications-mastercard-JV_IC2671300_KO0,22_KE23,33.htm?jl=1009323554685",Mastercard,4.2,"Relationship management, Events management",Europe,1774460000,2379864000
AML and Financial Crime Specialist - Fintech - Remote - UK,Budget for home office set up. Review and action other disclosure requests (Such as production orders). Working closely with product squads to ensure that...,"https://www.glassdoor.co.uk/job-listing/aml-and-financial-crime-specialist-fintech-remote-uk-tymit-JV_IC2671300_KO0,52_KE53,58.htm?jl=1009337682961",Tymit,3.6,"Financial services, Communication skills",Europe,709784000,793288000
Junior Fraud Investigator,"Plus 2 days a year - on us! - to further your skillset. Medical cash plan - To help you with the costs of dental, optical and physio (plus more!)....","https://www.glassdoor.co.uk/job-listing/junior-fraud-investigator-marshmallow-JV_IC2671300_KO0,25_KE26,37.htm?jl=1009329429365",marshmallow,4.1,,Europe,668032000,751536000
Planning Assistant,"We offer everything you would expect from a large company – like 25 days’ holiday plus your birthday off – and a few additions, like 2 paid volunteering days...","https://www.glassdoor.co.uk/job-listing/planning-assistant-dentsu-aegis-network-JV_IC2671300_KO0,18_KE19,39.htm?jl=1009319900110",Dentsu Aegis Network,3.6,Microsoft Powerpoint,Europe,1210808000,1419568000
Food & Beverage Assistants,Amazing Recognition Awards Program and social events to keep you connected with Canopy London City and our EPIC Team! Pre-opening experience a plus!...,"https://www.glassdoor.co.uk/job-listing/food-beverage-assistants-4c-group-JV_IC2671300_KO0,24_KE25,33.htm?jl=1009346500229",Hidden for privacy reasons,0.0,,Europe,501024000,584528000
"Manager, Emerging Fin Tech Investments | Start Path","All activities involving access to Mastercard assets, information, and networks comes with an inherent risk to the organization and, therefore, it is expected...","https://www.glassdoor.co.uk/job-listing/manager-emerging-fin-tech-investments-start-path-mastercard-JV_IC2671300_KO0,48_KE49,59.htm?jl=1009323188892",Mastercard,4.2,"Analysis skills, Accounting, Banking",Europe,668032000,1482196000
House Host / Receptionist,"When guests return home inspired, with stories to tell and discoveries to share, you will have been successful....","https://www.glassdoor.co.uk/job-listing/house-host-receptionist-locke-JV_IC2671300_KO0,23_KE24,29.htm?jl=1009327806231",Locke,4.1,,Europe,563652000,732747600
Customer Support Executive,"Report and escalate bugs, errors and issues that our customers encounter on the Ben platform to our Tech team, clearly communicating resolution times to manage...","https://www.glassdoor.co.uk/job-listing/customer-support-executive-ben-JV_IC2671300_KO0,26_KE27,30.htm?jl=1009333067185",Ben,4.8,"Jira, English, Information security, Zendesk, Django",Europe,751536000,835040000
Junior Content Marketer,This role will report to our Head of Product Marketing and require you to attend our London office at least 2 days per week. Quarterly awards with cash prizes....,"https://www.glassdoor.co.uk/job-listing/junior-content-marketer-hadean-JV_IC2671300_KO0,23_KE24,30.htm?jl=1009332000440",Hadean,4.3,Market research,Europe,1043800000,1565700000
Trainee Financial Adviser (Associate Adviser),Proven track record in business development and sales. Once you have completed the programme you will move onto a self-employed contract with an uncapped...,"https://www.glassdoor.co.uk/job-listing/trainee-financial-adviser-associate-adviser-financial-lifestyle-management-JV_IC2671300_KO0,43_KE44,74.htm?jl=1009302480979",Financial Lifestyle Management,3.7,"Financial planning, Sales, Business development, IT, Communication skills",Europe,730660000,949858000
Recruiter II,"Braze allows any marketer to collect and take action on any amount of data from any source, so they can creatively engage with customers in real time, across...","https://www.glassdoor.co.uk/job-listing/recruiter-ii-braze-JV_IC2671300_KO0,12_KE13,18.htm?jl=1009277218356",Braze,4.0,"ATS, English, Organisational skills, SaaS",Europe,1440444000,1544824000
Telephone Retentions Administrator,"Whether it’s a Friday-night feast, a post-gym poke bowl, or grabbing some groceries, our tech platform connects tens of millions of customers with hundreds of...","https://www.glassdoor.co.uk/job-listing/telephone-retentions-administrator-just-eat-takeaway-com-JV_IC2671300_KO0,34_KE35,56.htm?jl=1009327201335",Just Eat Takeaway.com,3.8,"Communication skills, Time management",Europe,501024000,651331200
Inside Sales Executive (Fully Remote),"Perfect for a driven sales professional to make a significant impact on the lives of our clients, the right candidate will have a relentless attitude towards...","https://www.glassdoor.co.uk/job-listing/inside-sales-executive-fully-remote-healios-JV_IC2671300_KO0,35_KE36,43.htm?jl=1009308582392",Healios,2.8,"Sales, Medical Sales, Organisational skills, Communication skills, Negotiation",Europe,521900000,678470000
Contact Centre Booking Agent,"Provide customers with information about our company, products and services. You will be responsible for handling customer inquiries, assisting customers with...","https://www.glassdoor.co.uk/job-listing/contact-centre-booking-agent-aira-JV_IC2671300_KO0,28_KE29,33.htm?jl=1009154287362",Aira,5.0,"Customer service, HubSpot, Communication skills",Europe,501024000,1795336000
Operations Analyst,Be involved in project work related to streamlining business-as-usual and new products. TreasurySpring is the product of an obsession with fixing the...,"https://www.glassdoor.co.uk/job-listing/operations-analyst-treasuryspring-JV_IC2671300_KO0,18_KE19,33.htm?jl=1009290017967",TreasurySpring,5.0,,Europe,584528000,981172000
Graduate Analyst,"As a Graduate at GlobalData you will enjoy early responsibility and exposure to our customers and the functions that serve them, including progressive...","https://www.glassdoor.co.uk/job-listing/graduate-analyst-globaldata-plc-JV_IC2671300_KO0,16_KE17,31.htm?jl=1009282477711",GlobalData Plc.,3.5,"Microsoft Word, Microsoft Excel, English, Analysis skills",Europe,626280000,751536000
"Coordinator, Minors, Immigration and Diligence","MInD advises on and oversees compliance globally for productions and PR/marketing activities with respect to immigration requirements, child labour laws, and...","https://www.glassdoor.co.uk/job-listing/coordinator-minors-immigration-and-diligence-netflix-JV_IC2671300_KO0,44_KE45,52.htm?jl=1009318095997",Netflix,4.1,Time management,Europe,1356940000,1565700000
Copywriter,"Hybrid working – 3 days in the Shoreditch, London office each week (reducing to 2 days in London after the first 6 months)....","https://www.glassdoor.co.uk/job-listing/copywriter-the-good-marketer-group-JV_IC2671300_KO0,10_KE11,34.htm?jl=1009340115279",The Good Marketer Group,3.7,"English, SEO, B2B, IT, Marketing",Europe,542776000,605404000
EMEA Communications Executive,"Support the management of social/employee content creation and approvals of image assets, brand templates, video edits, and pan region communication calendar ...","https://www.glassdoor.co.uk/job-listing/emea-communications-executive-samsara-JV_IC2671300_KO0,29_KE30,37.htm?jl=1009302309137",Samsara,4.3,"Content management systems, Project management, Organisational skills, Adobe InDesign, Figma",Europe,2880888000,3235780000
Finance Assistant,Ability to process invoices and handling suppliers/client queries. Liaising with clients to resolve any queries. Process client batch and expense invoices....,"https://www.glassdoor.co.uk/job-listing/finance-assistant-yunojuno-JV_IC2671300_KO0,17_KE18,26.htm?jl=1009293268471",YunoJuno,4.2,"Microsoft Excel, Microsoft Office, Accounting, Microsoft Dynamics Navision",Europe,605404000,1565700000
Graduate Account Executive,"*A sales mindset* – target driven, results focused and a competitive streak. *No prior sales experience is required.*. Job Types: Full-time, Permanent....","https://www.glassdoor.co.uk/job-listing/graduate-account-executive-tangible-benefit-JV_IC2671300_KO0,26_KE27,43.htm?jl=1009341982336",Tangible Benefit,2.5,"Sales, Communication skills",Europe,563652000,1148180000
Artwork Coordinator,Designing – tweaks/amends/colour changes/product changes/creating product visuals. Managing photo license expiry dates Prepping content for HTML mailers and...,"https://www.glassdoor.co.uk/job-listing/artwork-coordinator-universal-music-group-JV_IC2671300_KO0,19_KE20,41.htm?jl=1009329596801",Universal Music Group,3.9,"Adobe Photoshop, Adobe Illustrator, Adobe Creative Suite, Adobe Premiere, Organisational skills",Europe,605404000,647156000
Employer Engagement Assistant (Apprentice),"You will provide flexible administrative support, respond to contacts and businesses, help with events, and manage digital content on the Skills & Employment...","https://www.glassdoor.co.uk/job-listing/employer-engagement-assistant-apprentice-london-borough-of-hounslow-JV_IC2671300_KO0,40_KE41,67.htm?jl=1009318502985",London Borough of Hounslow,3.4,,Europe,542776000,705608800
